Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
9.65,11,1,1,0,0,65.39560324
0.95,3,0,1,0,1,16.11008317
0.98,2,0,1,0,0,16.08365495
9.84,11,1,0,0,0,68.56624432
9.99,15,1,0,0,0,65.1785539
10.26,10,1,1,0,0,72.45303829
1.06,4,0,1,0,0,15.488465
0.99,2,0,1,0,1,17.72118172
1,2,0,0,0,0,18.19482334
10,14,1,1,0,0,65.09405559
10.19,10,1,1,0,0,71.735452
1.09,2,0,1,0,0,16.30317534
10.12,8,1,1,0,1,73.08401885
9.79,11,1,1,0,0,66.41579011
0.94,5,0,1,0,0,14.4071042
1.04,3,0,1,0,0,15.80588607
1.06,3,0,1,1,1,19.44787596
9.73,11,1,0,0,0,67.11553586
1.03,2,0,0,0,1,19.92902667
9.95,10,1,1,0,0,68.11527528
10.18,13,1,1,0,0,68.13283815
10.01,14,1,1,0,0,65.16976162
9.89,8,1,1,0,1,70.19017293
9.9,8,1,1,0,0,68.90498759
10.03,10,1,1,0,1,70.00682763
1,4,0,0,0,0,16.91033793
1,3,0,1,0,0,15.92792271
10.22,11,1,1,0,0,69.82587562
1.05,2,0,1,1,0,19.46128452
9.86,12,1,1,0,0,65.01333118
9.84,11,1,1,0,0,66.63637126
1.05,3,0,1,0,0,15.97202717
10.11,9,1,1,1,0,74.48846669
9.93,11,1,0,0,1,70.33459833
9.98,13,1,1,0,0,65.18011815
10.3,12,1,0,0,0,70.9282737
10.12,9,1,1,0,0,71.2747305
9.93,9,1,0,0,0,70.59149432
9.64,8,1,1,0,0,67.18310309
9.65,8,1,1,0,1,68.38261641
10,9,1,1,1,0,73.29654553
9.93,6,1,1,0,1,73.28820938
9.84,7,1,1,0,1,70.83578805
10.18,10,1,1,0,0,71.27237759
0.96,4,0,1,0,1,15.01258138
9.89,9,1,1,0,0,69.23515302
10.22,12,1,1,0,0,69.06795189
10.16,9,1,1,0,0,71.45460445
9.92,11,1,0,1,0,91.83260677
10.32,9,1,0,0,0,75.25277529
10.32,10,1,1,0,0,72.98639798
10.06,13,1,1,0,0,67.61289459
10.17,9,1,0,0,1,75.11752888
0.97,5,0,0,0,0,16.37007517
9.68,11,1,1,0,1,65.02208251
9.82,13,1,1,0,0,63.85435622
9.95,8,1,0,0,0,72.52206589
10.12,8,1,1,0,0,72.02737676
10.05,14,1,1,0,1,66.62130684
9.93,12,1,1,0,0,66.39892459
10.22,11,1,0,0,0,71.23004564
9.86,11,1,1,0,0,66.25639689
1.1,4,0,1,0,1,15.47459987
9.99,9,1,1,0,0,70.324185
10.26,9,1,0,0,0,75.60689738
10.01,7,1,1,0,0,71.95948874
10,12,1,1,0,0,66.81088079
10.02,13,1,1,0,0,65.88856398
9.8,13,1,1,0,0,63.35479075
10.05,11,1,1,1,1,72.9410942
10.05,14,1,1,0,0,65.853994
9.9,8,1,1,0,0,70.70796407
9.7,11,1,0,0,1,67.83641671
9.93,8,1,0,1,0,95.00641739
10.37,11,1,1,0,0,71.97978104
0.94,2,0,1,0,0,15.70231647
9.95,7,1,0,0,0,73.02511404
9.72,12,1,1,0,1,64.70339774
10.42,10,1,0,0,0,75.61093217
10.14,10,1,1,0,0,70.76594617
9.8,12,1,0,1,0,89.59598834
9.97,11,1,1,0,1,69.02991856
9.76,14,1,0,0,0,64.72234321
10.04,9,1,0,0,1,73.31021975
10.18,7,1,0,1,0,99.23336667
9.87,6,1,1,0,0,72.37523578
10.57,10,1,1,0,1,76.45488222
9.9,14,1,1,0,0,63.62339038
1.08,4,0,1,0,0,14.76486881
1.1,2,0,0,0,0,18.29372479
9.8,11,1,1,0,0,65.95083408
1,2,0,0,0,0,18.18807743
10.07,12,1,1,0,1,68.67705609
1.02,4,0,1,0,1,15.5805726
9.8,10,1,1,0,0,66.49678917
10.01,11,1,1,0,0,68.83440736
9.92,7,1,1,0,0,71.14023682
0.99,3,0,0,0,0,17.40762032
1.03,4,0,1,0,1,15.43953017
10.31,9,1,1,0,0,73.77654156
1.01,4,0,1,0,0,15.44758353
0.9,3,0,1,0,0,14.74047507
0.97,4,0,1,0,0,15.02086039
1.02,4,0,1,0,0,14.83571617
10.16,10,1,0,0,0,73.70653598
9.91,10,1,1,0,1,68.94711757
0.94,1,0,1,0,1,18.80344377
10.01,10,1,1,0,0,69.14664421
1.05,2,0,1,1,0,19.40599442
1,2,0,1,0,0,16.03041272
9.9,14,1,1,0,0,63.92052481
9.84,7,1,0,0,0,71.93709916
10.57,10,1,1,0,0,74.78601158
10.17,9,1,1,0,0,71.83783824
10.28,12,1,0,0,0,72.36395638
1.06,3,0,0,0,0,17.82598384
10.12,12,1,1,0,0,67.5460394
10.31,9,1,1,0,1,73.88098605
10.02,13,1,0,0,1,68.92347529
9.76,10,1,1,0,1,67.82807462
1.02,2,0,0,0,0,18.20286973
9.93,9,1,1,0,1,70.8039574
10.15,12,1,1,0,1,69.4567896
10.09,8,1,0,0,1,75.49716797
0.99,3,0,0,0,0,17.9490971
10.16,10,1,1,1,0,73.39608179
1.03,2,0,1,0,0,15.68239088
10.01,9,1,1,0,0,70.08579814
9.98,9,1,1,0,0,69.98156291
10.16,10,1,1,0,1,71.8121336
9.89,14,1,1,0,0,64.87232972
0.98,3,0,0,0,0,17.11839986
9.79,7,1,1,0,0,69.75990165
9.74,10,1,0,1,0,90.05456985
0.95,2,0,1,0,0,16.33058035
0.95,4,0,1,1,1,18.50741522
0.99,5,0,1,0,1,14.22329466
10.14,12,1,0,0,0,70.72997367
9.92,10,1,0,0,0,69.29048272
0.99,2,0,1,0,0,16.60228746
10.18,10,1,1,0,0,71.72575583
1.03,2,0,1,0,0,16.198988
0.94,4,0,0,0,0,15.55337648
0.97,2,0,0,1,0,23.14876451
9.71,10,1,0,0,0,67.96280056
9.79,13,1,1,0,0,63.80421961
0.99,3,0,0,0,1,18.33672561
0.97,5,0,0,0,1,16.9170685
1.02,1,0,1,0,0,17.48367909
0.99,4,0,1,0,1,15.24359277
9.71,10,1,0,0,0,68.02792051
1.01,4,0,1,0,0,13.9684949
9.88,10,1,1,1,1,71.20258367
9.79,13,1,1,0,0,64.14079096
10.12,9,1,1,0,0,71.59112568
1.01,4,0,1,0,0,14.26285757
9.68,10,1,0,0,0,67.3363799
9.98,11,1,0,0,0,70.42884923
1,2,0,0,1,0,22.90885485
1.1,5,0,1,0,0,14.15581144
0.98,1,0,1,0,0,16.65632491
9.84,11,1,1,0,0,66.28811371
1.01,4,0,1,0,0,15.45245576
1.03,4,0,1,0,0,14.60445001
9.93,11,1,1,0,1,68.36771226
10.11,7,1,1,0,0,72.66134752
10.02,12,1,1,1,0,69.98704252
10.02,9,1,1,0,0,70.88202127
0.96,4,0,1,0,0,14.78593202
9.98,10,1,1,0,0,69.23490871
9.98,11,1,1,1,0,71.30326962
9.88,11,1,1,0,0,66.14584509
10.28,9,1,0,0,0,74.34239586
9.97,11,1,1,0,0,68.63470552
9.83,13,1,0,0,0,66.33491987
1.04,3,0,1,1,0,19.161061
1.03,5,0,1,0,1,14.95334654
1.06,3,0,0,0,1,18.29953578
9.91,12,1,0,0,0,68.11583732
0.9,2,0,1,0,0,15.85633651
10.25,12,1,1,0,1,70.89486915
10.09,9,1,1,0,0,70.06945325
1.04,1,0,0,0,0,19.73145583
10.2,9,1,0,0,0,74.85924553
0.94,4,0,1,0,1,15.53762045
1,4,0,1,0,0,14.33683954
10.08,11,1,1,0,0,69.66203154
10.24,11,1,1,0,0,71.149024
9.83,8,1,1,1,0,72.29969789
9.99,5,1,1,0,1,73.88532999
10.28,13,1,1,0,1,70.21390094
1.01,3,0,1,0,1,16.70539583
1.07,3,0,1,0,1,16.13413396
9.99,8,1,1,0,0,71.65745255
10.21,11,1,0,0,1,72.96016885
9.73,8,1,0,0,0,69.64503725
1.06,4,0,1,0,0,14.14119924
1.05,4,0,1,0,0,13.65717445
1,3,0,1,0,1,16.09476883
9.99,8,1,1,0,1,70.80359711
9.89,8,1,1,0,1,70.89746263
10.16,13,1,0,0,0,70.30857528
0.98,3,0,1,0,1,15.89688672
1.01,3,0,1,1,0,18.38907092
9.82,10,1,1,1,1,71.5770111
9.82,10,1,1,0,1,68.20249318
10.16,8,1,1,0,0,72.2028894
9.81,10,1,1,0,0,67.19281195
1.08,1,0,1,0,0,16.53033405
10.1,11,1,1,0,0,69.34469742
9.67,7,1,1,0,0,68.18808737
9.79,10,1,0,0,0,69.40689276
10.1,11,1,1,0,0,68.91528169
9.8,8,1,1,0,0,68.03470871
10,9,1,1,0,0,69.79770083
10.16,6,1,0,0,1,78.53466563
10.17,8,1,1,0,1,73.75499929
1.05,4,0,1,0,0,14.05148196
0.96,0,0,0,0,0,20.26555578
10.09,12,1,1,0,0,68.59118189
10.18,12,1,1,0,1,70.3885183
10.38,9,1,1,1,0,77.01600966
9.88,10,1,1,0,1,69.3979839
10.18,14,1,0,1,0,93.01929608
10.22,10,1,1,0,0,70.92009545
9.91,12,1,1,0,0,66.08897332
10.15,11,1,1,0,1,70.36528828
10.15,6,1,0,0,0,76.41000711
10.44,11,1,1,0,0,72.90574816
10.08,11,1,1,0,0,68.43782338
10.16,8,1,0,0,0,75.20522434
9.92,10,1,1,0,1,68.409251
10.22,12,1,1,1,0,70.93687495
9.93,9,1,1,1,1,73.03304873
9.73,12,1,0,0,1,68.28792065
10,6,1,0,0,0,75.00203918
10.17,10,1,0,0,0,72.37078713
10.16,9,1,1,0,0,72.01386257
9.84,10,1,1,0,0,67.2530476
9.67,12,1,1,0,0,63.82761242
0.93,3,0,1,0,1,16.19706952
9.9,13,1,0,0,0,67.40558863
9.96,11,1,1,0,0,67.42601769
10.28,8,1,1,0,0,73.85963815
9.75,12,1,0,0,0,65.51283657
10.1,9,1,1,1,0,74.05040097
1.05,3,0,1,1,0,18.84007679
10.05,11,1,1,0,0,69.622273
9.88,12,1,1,0,0,65.48590311
10.38,11,1,1,0,0,72.60688808
10.13,9,1,1,0,0,71.74346888
9.69,9,1,1,0,0,65.81516937
10.32,10,1,1,0,1,72.73458819
10.1,7,1,1,0,1,74.39097902
0.98,3,0,0,0,1,18.98963219
10,12,1,1,0,0,66.79889903
9.93,15,1,1,0,1,64.63303504
10.07,15,1,1,1,0,68.30376586
1.03,1,0,0,0,0,19.6898564
0.86,3,0,1,0,1,15.56389311
9.78,12,1,1,0,0,65.07321296
1.03,3,0,1,0,0,15.14452063
1.1,2,0,1,1,0,19.6726286
1.02,4,0,0,1,1,23.06058892
9.82,9,1,0,0,1,70.80101952
0.95,4,0,1,0,1,16.21134543
9.9,9,1,1,1,0,72.38984349
9.36,9,1,1,1,0,66.41217493
1.02,2,0,1,0,0,17.01288973
9.92,6,1,1,0,0,72.3018048
9.8,9,1,1,0,0,68.9054292
1.02,2,0,0,0,0,18.12948685
10.13,13,1,1,0,1,68.65375261
9.6,11,1,1,0,1,65.35948796
1.07,1,0,0,0,0,19.71907979
9.58,11,1,1,0,0,62.6350845
9.74,14,1,1,0,0,62.81075501
1.01,4,0,1,0,1,15.73005849
10.18,11,1,1,0,1,70.16350317
10.04,10,1,1,0,1,70.98149511
10.23,12,1,0,0,0,71.32168937
9.96,8,1,1,0,0,70.25634889
10.49,9,1,1,0,0,75.54542331
10.07,12,1,1,0,0,67.66794891
0.94,5,0,1,0,1,14.48076204
9.92,8,1,0,0,0,72.67200895
9.96,6,1,1,0,0,72.42998103
9.91,9,1,1,0,0,69.13674302
10.07,11,1,1,0,0,68.58610162
9.69,12,1,1,0,0,63.26477187
9.45,7,1,1,0,0,66.48353157
9.62,10,1,1,0,0,64.27083052
9.74,12,1,1,1,0,67.54673057
0.95,2,0,1,0,1,17.43694086
9.73,6,1,1,0,1,71.55357074
9.81,10,1,1,0,0,66.48689575
0.99,3,0,1,0,1,15.94573583
10.17,10,1,0,0,0,73.17976841
0.99,5,0,1,0,0,13.64025823
0.98,2,0,1,0,0,16.64286123
10.14,12,1,1,0,0,69.05476434
9.7,11,1,0,0,1,67.65633719
9.93,7,1,0,0,0,73.33135963
0.94,2,0,1,0,0,16.93282721
10.22,12,1,1,1,0,71.34231559
9.91,11,1,0,0,1,69.59100205
1.07,3,0,0,0,0,17.21801955
10.28,7,1,1,0,0,74.58728703
9.98,9,1,1,0,0,69.45797194
9.82,9,1,0,0,1,71.32428356
10.26,10,1,0,0,1,75.00407923
9.88,11,1,1,0,0,66.53394168
10.27,9,1,1,0,0,73.35684978
1.05,2,0,1,0,0,16.65482402
10.17,8,1,1,0,1,73.47177377
10.17,15,1,1,1,0,68.40762657
10.16,9,1,1,0,0,72.03210924
0.99,3,0,1,1,0,18.24735393
10.07,11,1,1,0,1,69.92793256
9.9,11,1,1,0,0,67.49917995
10,11,1,1,0,0,68.2316209
9.98,9,1,0,0,1,72.90858823
9.84,9,1,1,0,0,68.46957438
10.27,8,1,1,0,0,73.85609656
10,6,1,0,0,1,75.4469657
0.97,5,0,1,0,1,14.53606992
10.05,6,1,1,1,1,77.53470799
1.03,3,0,1,0,0,14.88078179
9.77,8,1,0,0,0,70.96460398
0.98,4,0,0,0,0,17.15953769
9.67,11,1,1,0,0,64.93691396
9.78,11,1,1,0,0,65.77419042
1,2,0,1,0,0,16.52049874
10.35,10,1,1,0,0,72.80768939
9.4,6,1,0,0,1,69.60581066
9.96,14,1,1,0,1,65.91616389
0.95,3,0,1,0,0,15.06217504
9.93,11,1,1,0,0,66.90695995
9.66,11,1,1,0,0,62.85180382
9.9,11,1,0,0,0,68.45275988
9.73,10,1,1,0,1,66.96028727
9.96,10,1,1,0,1,69.44100457
10.14,12,1,0,0,0,70.6738588
10.43,8,1,0,0,0,77.7801111
0.98,2,0,1,0,0,17.86347852
9.79,8,1,0,0,1,71.45321795
0.98,2,0,1,0,1,18.20796977
1,2,0,0,1,0,22.90775809
1,2,0,1,0,1,17.52926802
9.82,9,1,0,0,0,69.86286847
9.82,9,1,1,0,0,68.07118754
1,3,0,0,0,1,17.86412732
9.96,11,1,1,0,1,68.4884174
9.76,10,1,1,0,1,68.17603996
10.2,11,1,1,0,0,70.64114857
9.81,12,1,1,0,1,65.72847912
10.05,14,1,1,0,0,65.50596542
10.25,9,1,1,0,0,73.21805329
10.37,9,1,0,0,0,76.84427294
9.69,14,1,1,0,0,60.95301605
10.06,10,1,1,0,0,69.67489827
10.02,9,1,1,1,1,74.18830407
10.05,7,1,0,0,0,74.11923101
9.76,13,1,1,0,0,63.20011667
10.19,12,1,0,0,0,71.47423548
10.12,10,1,1,0,0,70.44194561
10.06,10,1,1,0,0,69.99936611
0.95,2,0,1,0,1,17.3370799
9.94,9,1,1,0,0,69.33824499
10.01,9,1,1,0,0,70.29519611
10.29,10,1,1,0,1,73.3700521
1.02,4,0,0,0,0,15.80877402
0.99,1,0,1,0,0,17.43084825
10.11,11,1,0,0,1,71.66156253
0.95,2,0,1,0,1,17.52409668
10.15,7,1,1,0,0,72.47085384
9.9,11,1,1,0,1,67.97717775
10.17,10,1,1,1,1,75.05548363
1,1,0,1,0,0,17.18246737
1.04,3,0,1,0,1,16.72219837
0.95,1,0,1,0,0,18.04942086
0.91,2,0,0,0,1,19.20296049
10.07,8,1,0,0,1,73.8889756
10.07,12,1,0,0,0,69.90357233
1.06,2,0,1,0,1,17.78977103
10.02,9,1,1,0,0,69.49533941
10.02,10,1,0,0,0,71.10496066
9.89,11,1,0,0,1,68.88815576
9.79,11,1,0,1,0,91.24970577
0.99,3,0,1,0,0,15.78267582
9.75,11,1,1,0,0,64.47495173
10.41,10,1,0,0,0,76.01364694
1.08,3,0,1,0,0,15.06808125
9.93,12,1,1,0,0,66.69582889
9.71,9,1,1,0,0,67.09840531
10.1,10,1,0,0,1,72.92802775
10.16,9,1,1,0,0,71.45778887
10.09,9,1,0,0,1,73.5984827
10.08,9,1,1,0,0,71.36809904
9.64,11,1,1,0,1,64.40190118
9.95,13,1,1,0,0,65.24186602
9.71,8,1,1,1,1,72.81268171
9.82,12,1,1,0,0,64.58398354
9.48,9,1,0,0,0,66.1571376
9.82,7,1,1,0,0,70.76269257
10.5,6,1,1,0,0,79.24185219
1.08,3,0,1,0,0,15.23105675
1.06,3,0,0,0,0,17.34000998
0.95,5,0,1,0,0,13.46791598
9.88,10,1,1,0,0,68.02471499
9.96,7,1,1,0,0,71.92102652
9.73,8,1,1,0,0,67.03101199
10.02,11,1,0,0,1,71.47192818
1.08,4,0,1,0,1,16.12036171
10.22,13,1,1,0,0,68.12107925
10.04,9,1,0,0,0,73.0795
0.93,4,0,0,0,1,16.76207419
1.01,4,0,1,0,0,14.76955516
10.26,12,1,1,0,0,70.40676702
9.74,11,1,0,0,0,67.38614154
10.2,7,1,1,0,1,75.27684195
10.01,13,1,1,1,0,69.91389751
9.85,14,1,0,0,0,65.25001746
0.97,2,0,1,0,0,16.27966792
1.02,3,0,1,0,1,16.4247546
1.01,3,0,1,0,0,14.82652726
9.93,11,1,1,0,1,68.63950845
1.01,4,0,0,0,0,15.8619005
1.01,4,0,0,0,0,16.73584024
10.24,12,1,0,0,0,71.43116853
10.13,9,1,1,0,0,71.16464331
0.98,2,0,0,0,0,19.02273621
9.8,6,1,1,0,0,70.24623192
9.89,12,1,1,0,1,66.50709399
0.91,5,0,1,0,0,13.52930284
9.83,11,1,1,0,0,65.92829503
10.02,8,1,1,0,0,71.0607907
10.41,7,1,1,0,1,77.12135085
10.03,10,1,1,1,0,72.33706899
1.01,3,0,0,0,0,18.09573495
9.97,13,1,0,0,0,67.94746143
10.06,7,1,1,0,1,73.25832359
10.34,8,1,1,0,1,76.01951349
1.06,2,0,1,0,0,16.66496163
1.03,4,0,1,0,0,14.90729308
9.85,14,1,1,1,0,66.13797869
10.08,8,1,0,0,0,73.7305036
1.01,3,0,1,0,0,14.73555386
10.12,10,1,1,0,1,71.90625274
10.08,13,1,1,0,1,67.57713437
10.07,7,1,1,0,0,72.88969284
0.95,3,0,1,0,1,15.98751297
10,13,1,0,1,1,91.19075451
10.01,9,1,0,0,0,71.49329493
1.02,4,0,1,0,0,14.55056576
10.11,9,1,0,0,0,73.14929635
10.13,10,1,0,0,0,72.62973886
10.03,9,1,1,0,0,70.12060112
9.91,7,1,0,0,0,72.46990474
10.13,9,1,1,0,1,72.97050345
9.93,10,1,0,0,1,72.33329649
9.94,11,1,1,0,0,66.57829055
0.95,2,0,1,0,0,15.80849912
9.91,14,1,1,0,0,64.58348226
9.78,10,1,1,0,1,66.80895695
9.94,10,1,1,0,0,68.88445571
9.82,10,1,0,0,1,70.80665392
9.73,9,1,0,0,0,69.39365307
1.02,4,0,0,0,1,17.30456405
10.19,7,1,1,0,0,74.06034157
1.01,2,0,0,0,0,17.62856433
9.84,11,1,1,0,0,66.5025763
9.76,9,1,1,0,0,66.32552758
10.12,12,1,1,0,0,68.23619559
10.25,10,1,0,0,0,73.74211251
10.1,5,1,1,0,1,74.96914436
0.97,4,0,1,0,0,15.00183593
0.97,3,0,1,0,0,16.3546395
9.91,9,1,1,0,0,69.53632966
9.74,10,1,1,0,1,67.19556369
1.01,4,0,1,0,0,14.19955974
10.19,12,1,1,0,0,69.08201286
9.89,11,1,1,1,0,69.4345764
0.9,3,0,0,0,0,17.17918411
10.03,11,1,1,0,0,68.70039897
9.69,12,1,0,0,0,65.05132089
1.01,4,0,1,0,0,14.56808204
0.94,5,0,1,0,1,14.28106006
9.75,10,1,1,0,0,65.57394074
1.01,3,0,0,0,1,19.05485729
10.07,14,1,1,0,1,67.59360545
1.01,3,0,1,0,0,15.27360725
0.95,3,0,1,0,1,16.39378071
0.97,3,0,1,0,0,15.96814415
10.02,10,1,1,0,0,68.85466764
1.02,4,0,1,1,0,17.14611034
9.98,11,1,1,0,0,68.16561061
10.13,10,1,0,0,0,72.17644843
10.06,8,1,1,0,0,71.59283719
1.01,4,0,1,0,0,15.2592141
10.05,10,1,1,1,1,73.64274462
1.05,3,0,1,0,0,15.80482976
1.04,3,0,1,1,0,18.22142121
9.86,9,1,0,0,0,69.65569519
0.9,4,0,1,0,1,15.2090653
0.98,2,0,0,0,0,18.56709978
10,7,1,1,0,0,72.61067906
10.08,8,1,1,0,1,73.2367136
1.07,4,0,1,0,0,14.55828121
10.11,9,1,1,1,1,76.52205453
9.96,7,1,0,0,1,73.85748917
9.73,8,1,1,0,0,68.28823072
9.6,8,1,0,0,0,68.98274188
1.03,2,0,1,0,0,16.30128407
10.01,10,1,0,0,1,72.83490668
1.02,2,0,0,0,0,18.48479338
10.19,11,1,1,0,0,70.25861887
10.08,9,1,1,0,0,71.03711628
0.94,3,0,1,0,1,15.76810332
10.18,7,1,1,0,0,74.12892796
10.32,10,1,1,0,0,72.66838419
10.03,11,1,1,0,1,69.48380915
9.95,9,1,1,0,0,68.92929801
0.96,1,0,0,0,0,19.47701067
9.63,7,1,1,0,1,69.34173303
10.35,7,1,1,0,0,75.61378427
10.12,11,1,1,0,0,69.21908449
10.14,9,1,1,0,0,71.58299225
10.23,10,1,1,0,1,71.22907343
10.22,10,1,1,0,0,70.16280953
0.99,3,0,1,0,0,14.9621872
9.72,11,1,1,0,0,65.76786801
10.02,7,1,1,0,0,72.12921202
9.92,14,1,0,0,0,66.35308995
9.72,7,1,1,0,0,70.22721781
10.18,11,1,1,0,0,69.82289266
0.94,4,0,0,0,0,15.79493643
0.94,2,0,1,0,1,17.12386979
9.69,10,1,1,0,0,65.54908275
10.23,11,1,1,0,0,69.7534981
9.79,12,1,1,0,1,65.60253962
0.96,2,0,0,0,0,19.0516391
1.06,2,0,1,0,1,17.85242686
0.99,5,0,0,0,0,15.76977864
10.12,8,1,1,0,1,72.69642681
9.57,10,1,1,0,0,65.14660791
10.02,9,1,0,0,0,72.60435413
0.98,4,0,1,0,0,13.72809004
1,2,0,1,0,0,16.65026964
10.23,9,1,1,0,0,72.97273113
9.93,8,1,0,0,1,73.73606109
10.14,10,1,0,0,1,74.19035793
10.04,8,1,1,0,1,71.95628581
9.99,8,1,1,0,0,71.41225149
9.91,11,1,1,0,0,66.66719329
9.74,11,1,1,0,0,65.49622093
9.87,5,1,1,0,1,73.49186953
9.94,11,1,1,0,0,66.93011675
0.96,4,0,0,0,0,15.70025755
10.13,13,1,1,0,0,68.00690805
9.84,12,1,1,0,0,65.61142628
10.2,9,1,0,0,0,74.6375714
9.87,10,1,1,0,0,67.16203489
9.81,8,1,0,1,0,93.88634519
9.94,13,1,1,0,1,67.01823524
9.82,13,1,1,0,0,63.06119183
1.11,4,0,1,0,1,16.42426818
1.07,4,0,0,1,0,22.30245454
1.05,1,0,1,1,1,20.90125397
1.08,1,0,1,0,0,17.55328998
0.98,4,0,1,0,0,14.92370051
9.71,14,1,1,0,1,63.18545503
10.17,11,1,1,0,0,69.87106027
0.99,2,0,1,0,0,15.85759646
0.91,4,0,0,1,0,22.09371759
10.12,10,1,1,0,1,72.27620109
1.01,3,0,1,0,0,14.59984068
9.78,9,1,1,0,0,66.97064363
0.93,3,0,1,0,0,14.73485027
0.96,4,0,0,1,0,21.11621007
10.15,10,1,1,1,1,74.98344663
0.93,4,0,0,1,0,21.39209224
10.2,9,1,1,0,0,72.40547838
9.94,10,1,1,0,1,68.35595105
9.89,8,1,1,0,0,70.61475104
10.24,8,1,0,0,0,75.97838525
9.91,10,1,1,0,0,67.76621798
10.23,13,1,0,0,0,71.23974428
9.86,12,1,1,0,0,65.71361063
10.14,11,1,1,0,0,69.4764368
9.92,10,1,1,0,0,68.47689631
10.3,12,1,1,0,0,70.2313799
9.88,12,1,1,0,0,65.63481891
9.92,8,1,1,0,0,71.20629419
9.89,10,1,0,0,1,70.18147272
10.06,12,1,0,0,1,71.82702624
9.99,12,1,1,0,1,67.91498188
9.96,11,1,1,0,0,68.42298994
10.01,10,1,1,0,0,69.02121014
10.14,11,1,1,0,0,69.22247519
10.03,13,1,0,0,1,69.65390699
10.05,10,1,1,0,0,69.22190734
1.06,2,0,1,1,1,20.10502808
10.02,13,1,0,0,1,68.9032262
10.18,6,1,0,0,0,76.86106473
10.21,7,1,1,0,1,76.07910739
10.28,9,1,1,0,0,73.03802925
9.49,13,1,1,0,1,61.64305868
9.81,12,1,1,0,1,66.06264181
9.98,9,1,1,0,0,70.13428861
9.86,8,1,1,0,1,70.36650033
10.14,8,1,1,0,0,72.6968145
10.09,11,1,1,0,1,70.33992253
10.08,13,1,1,0,1,67.85002785
9.84,13,1,1,0,0,65.53310584
1.06,3,0,1,0,1,16.38112659
1.08,2,0,1,0,1,17.28130542
0.94,3,0,1,0,1,16.19310593
10.12,10,1,0,1,0,95.26543268
9.82,7,1,1,0,0,69.36673891
9.9,10,1,1,0,0,67.84776549
10.13,13,1,0,0,0,70.50694124
10.09,11,1,0,0,0,70.65886036
9.83,9,1,1,0,0,67.47755593
1.04,5,0,1,0,0,14.39473196
10.1,11,1,0,0,1,71.82704645
10.28,14,1,1,0,0,67.31687558
9.71,9,1,0,0,0,68.95951501
1.01,3,0,1,0,0,16.02011538
0.97,3,0,1,0,1,16.91560242
9.66,7,1,1,0,0,68.58415225
9.7,8,1,0,0,0,69.96894926
10.26,10,1,1,0,0,71.78594974
10,8,1,1,1,1,75.75584082
10.06,9,1,0,0,1,74.54232292
10.02,10,1,1,0,0,69.35098696
10.2,8,1,1,0,0,73.29594114
10.23,6,1,0,0,0,77.82898934
9.95,10,1,1,0,0,68.13846567
9.95,10,1,0,0,0,71.08696325
1.01,3,0,1,0,0,15.49304567
10.18,10,1,1,0,1,72.30862738
0.96,3,0,0,0,0,17.54525183
0.98,2,0,1,0,0,16.4266638
1.03,3,0,1,0,1,16.92766307
9.72,5,1,1,0,0,70.93356064
1.01,2,0,1,0,1,17.82495852
1,4,0,1,0,0,13.82178476
1.05,4,0,0,0,0,17.17584969
9.75,10,1,1,1,0,68.92716654
9.89,7,1,1,0,0,71.32909392
10.09,14,1,0,0,1,69.02901191
1.03,4,0,1,0,1,16.7155694
10.18,8,1,1,0,0,72.30716352
10.16,7,1,0,0,0,76.15744308
9.96,9,1,1,0,0,71.19589982
10.17,9,1,1,0,1,72.97078924
9.94,12,1,1,0,0,65.50659487
10.28,10,1,1,0,0,71.84941294
10.06,11,1,1,0,0,68.90968308
10.1,14,1,1,0,0,65.78646878
10.12,12,1,1,0,0,68.49653929
0.96,1,0,1,1,0,20.10995942
0.98,3,0,0,0,0,17.91069643
1.02,2,0,1,1,0,19.96073977
0.98,3,0,0,0,0,17.28005426
1.02,4,0,1,1,0,17.91374353
9.72,10,1,1,1,1,69.90650863
10.12,9,1,0,0,0,73.23113053
9.88,8,1,1,0,0,69.05072199
10.01,5,1,0,0,0,76.24289099
10.02,9,1,1,0,1,71.24024514
10.07,11,1,1,0,1,69.6910544
10.17,9,1,1,0,0,72.57772932
10.08,13,1,1,0,0,66.46075823
0.92,2,0,1,0,1,17.42663035
0.95,4,0,1,0,0,15.14749665
9.58,14,1,1,0,1,62.08499222
0.98,3,0,0,0,0,17.54271691
10.26,11,1,1,0,0,70.71967268
10.4,9,1,0,0,0,75.63842495
1.07,2,0,1,0,0,16.81747847
0.92,3,0,1,0,0,15.65790239
9.98,10,1,1,0,1,70.38968744
0.98,3,0,1,0,1,16.4552956
10.2,8,1,1,1,1,77.04968324
9.73,10,1,1,1,1,70.17920449
10.07,8,1,1,1,1,75.43598937
9.85,9,1,1,0,1,69.45050362
10.16,13,1,1,0,0,67.85268625
10,9,1,1,0,0,70.31124825
10.01,7,1,1,0,0,72.81720441
1.06,3,0,1,0,0,15.25860577
0.99,2,0,1,0,1,16.93671171
0.99,3,0,0,0,1,18.01745687
1.03,3,0,1,0,1,15.54284018
10.53,10,1,1,0,0,74.10590451
9.99,12,1,1,0,0,67.91450927
10.29,8,1,1,0,1,75.61923837
9.99,10,1,1,0,1,70.24743424
9.64,9,1,1,0,0,65.29841468
